entidade_id,logradouro,numero,cep,localidade,municipio,estado
6e6ebdfa-8b9b-4bd4-b0f7-9eca03ba7484,R. CONDE DOS ARCOS,426,81010-120,LINDÓIA,Curitiba,PR
36a5fc20-e647-41ad-8304-b1fdf02d3aaa,R. EMILE ZOLA,146,81010-260,LINDÓIA,Curitiba,PR
c7fd8221-0a75-4a29-abdc-6df0bc0817c4,R. ANTERO DE QUENTAL,560,81010-150,LINDÓIA,Curitiba,PR
5b3e0756-0227-4459-894d-697b148e0bb8,R. CORONEL AMÉRICO WALGER,158,81860-050,LINDÓIA,Curitiba,PR
27b7d19f-0c63-4a2b-afc4-43ad76be27de,AV. PRESIDENTE WENCESLAU BRAZ,2221,81010-000,LINDÓIA,Curitiba,PR
8b52fce5-4ce7-47bb-9591-4a9bc199b5e5,R. TOMÉ DE SOUZA,42,81010-010,LINDÓIA,Curitiba,PR
b6ef1cca-8b20-4ba9-9fc1-0ad7ed9f84f5,R. ALEXANDRE SALATA,385,81010-030,LINDÓIA,Curitiba,PR
2dcbf42b-daa6-4b81-a97e-f73d7be4a9d9,R. NICOLAU SERRATO SOBRINHO,1189,81010-400,LINDÓIA,Curitiba,PR
a7a2640d-336a-45a2-b162-ad8113de2196,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
62af49a5-21ee-490f-80fd-7bd04018bd1b,R. TOMÉ DE SOUZA,194,81010-010,LINDÓIA,Curitiba,PR
daa2997a-8f5b-4669-933f-1d1095abb224,R. GALILEU GALILEI,197,81010-180,LINDÓIA,Curitiba,PR
50e3ec4c-8707-4618-a664-feff66bd5dd5,R. ALEIXO BETTEGA,433,81010-280,LINDÓIA,Curitiba,PR
0405ea95-e9e9-40f0-a873-7292895a6186,R. JOSINA RAMOS RÉGIO,335,81010-210,LINDÓIA,Curitiba,PR
5ed6c535-5b4f-4ca8-b19b-7f6764b5a069,R. ALEIXO BETTEGA,307,81010-280,LINDÓIA,Curitiba,PR
b2a12937-ce12-4515-a0fe-131f900b6c25,R. ROBERTO KOCH,1042,81010-220,LINDÓIA,Curitiba,PR
08c66a2f-828e-404e-9fc2-8a4aab3caff0,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
c216ea95-8b6d-47b6-aec3-c83d67c32aec,R. SANTA JOANA DARC,310,81010-190,LINDÓIA,Curitiba,PR
0fbf1851-a889-4626-a18c-ef25cc3913dd,AV. SANTA BERNADETHE,813,81010-200,LINDÓIA,Curitiba,PR
7fba7060-00d7-42b8-a4e2-a7a543bb386b,AV. PRESIDENTE WENCESLAU BRAZ,2725,81010-001,LINDÓIA,Curitiba,PR
13479ed4-d086-471d-bf24-4a7a0109b3dc,R. VICTOR HUGO,318,81010-130,LINDÓIA,Curitiba,PR
e7fb2e77-9129-492b-9ffe-6c9134f0359c,R. OSCAR WILDE,412,81010-230,LINDÓIA,Curitiba,PR
00c58ca6-f329-44df-8ccf-0422bb8e7dbd,R. GALILEU GALILEI,445,81010-180,LINDÓIA,Curitiba,PR
9dd1d3f8-0427-4532-aeac-2ef2f131a70d,R. LEON TOLSTOI,492,81010-090,LINDÓIA,Curitiba,PR
4a64cc00-9a74-464e-9679-a71f50f1d748,R. SANTA JOANA DARC,310,81010-190,LINDÓIA,Curitiba,PR
ba2e023d-dc8c-43ab-b354-7bffec6c1f4d,AV. SANTA BERNADETHE,1401,81010-200,LINDÓIA,Curitiba,PR
ddd610a8-a14d-4bbe-a6c6-736d70683638,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
6ed8c61f-c687-4d13-ad8a-ca03e16c93c8,R. LEON TOLSTOI,834,81010-090,LINDÓIA,Curitiba,PR
8f82aad2-52a2-4444-b710-df09f1054f53,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
f2d85134-89b7-4cc3-bfc5-2c9dde2ff963,R. AMÉRICO VESPÚCIO,444,81010-250,LINDÓIA,Curitiba,PR
024ecdf0-e92c-47c8-bf83-4fc235246751,R. DJALMA FERREIRA MACIEL,775,81010-270,LINDÓIA,Curitiba,PR
f65b2796-274e-4286-bbc9-6dbb637ad758,R. AMÉRICO VESPÚCIO,649,81010-250,LINDÓIA,Curitiba,PR
2c718eab-cffe-4014-8b11-f3e267cad4e6,TV. JEFERSON REIS ROSA,85,81010-152,LINDÓIA,Curitiba,PR
82689c4f-2c20-4582-b13e-8a8e25072e81,AV. HENRY FORD,2074,81010-100,LINDÓIA,Curitiba,PR
44c5eaa4-c2b7-4374-bdb7-f4623ef8316a,R. SANTA JOANA DARC,270,81010-190,LINDÓIA,Curitiba,PR
c0996625-e596-4c0b-8fb8-37ed6566c297,AV. SANTA BERNADETHE,920,81010-200,LINDÓIA,Curitiba,PR
8b6228ab-fb22-4dc4-b5b6-e0e2d54b0604,R. ROBERTO KOCH,260,81010-220,LINDÓIA,Curitiba,PR
3357a807-b75b-4780-a8af-25c20a9d6e2c,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
d2e88dc4-01e3-4d89-8d92-7104fb39b412,R. CAMILO CASTELO BRANCO,653,81010-170,LINDÓIA,Curitiba,PR
1af96eab-eafc-4705-a52f-7b0b9514c536,R. LEON TOLSTOI,1075,81010-090,LINDÓIA,Curitiba,PR
a8fc1e2b-4d40-4055-98b0-8986687d26f9,R. ALEIXO BETTEGA,285,81010-280,LINDÓIA,Curitiba,PR
06a17311-7292-453a-b154-e38e9ceea40e,AV. SANTA BERNADETHE,1254,81010-200,LINDÓIA,Curitiba,PR
475245ad-9aa6-457e-a73d-24acbe65165f,R. CONDE DOS ARCOS,716,81010-120,LINDÓIA,Curitiba,PR
b081066e-88cd-441d-9fa2-e3bda90418d2,R. AMÉRICO VESPÚCIO,502,81010-250,LINDÓIA,Curitiba,PR
209ac314-7ad4-46ab-8245-8d373d30249c,R. LEON TOLSTOI,955,81010-090,LINDÓIA,Curitiba,PR
1913006b-f993-4e12-9d1b-e2e7376d4799,R. LEON TOLSTOI,277,81010-090,LINDÓIA,Curitiba,PR
1e16c5f5-1c3d-4297-8c54-19882167d0d4,R. AMÉRICO VESPÚCIO,154,81010-250,LINDÓIA,Curitiba,PR
c364a923-523b-4aef-90ce-d9435aa1cd61,AV. PRESIDENTE WENCESLAU BRAZ,1439,81010-000,LINDÓIA,Curitiba,PR
096961ba-4fa8-4357-b094-0b8abec6f234,R. CAPITÃO JOÃO ZALESKI,669,81010-080,LINDÓIA,Curitiba,PR
9ee8cf26-d992-40ef-87fc-dbb449831215,AV. HENRY FORD,1870,81010-100,LINDÓIA,Curitiba,PR
528004b9-1a6d-421d-9131-c290134d7cb0,AV. SANTA BERNADETHE,454,81010-200,LINDÓIA,Curitiba,PR
b7a3edc8-879b-4c5f-ba8f-0d8acb096af1,R. MEM DE SÁ,591,81010-110,LINDÓIA,Curitiba,PR
a73f0352-357a-4b2e-a5c0-606bb2e4a28b,R. ANTERO DE QUENTAL,483,81010-150,LINDÓIA,Curitiba,PR
899d426d-b453-447a-b54c-8d4db35432ad,R. GALILEU GALILEI,450,81010-180,LINDÓIA,Curitiba,PR
2c916648-5068-46dd-a2a8-fef76864fe5d,R. ILDEFONSO STOCKLER DE FRANÇA,983,81010-200,LINDÓIA,Curitiba,PR
6f2efc79-0df3-455b-8a68-adac81b336f5,R. PROFESSOR OSCAR KOLBE,301,81010-240,LINDÓIA,Curitiba,PR
a8021e51-b6bd-4271-8d5d-dd4c43f8da75,R. PROFESSOR OSCAR KOLBE,130,81010-120,LINDÓIA,Curitiba,PR
b40bab5d-acf4-4f28-84dc-b46cbeaa2d31,R. GALILEU GALILEI,336,81010-180,LINDÓIA,Curitiba,PR
f3eb5d2b-a3e6-4ca4-a5ef-3b8e128ca740,R. ALEXANDRE SALATA,531,81010-030,LINDÓIA,Curitiba,PR
ecfc6f63-83e3-46de-afd4-7bef5dce7a8d,R. PROFESSOR OSCAR KOLBE,355,81010-240,LINDÓIA,Curitiba,PR
ea8e8c19-d5a3-48de-ba35-9b87862471ef,AV. PRESIDENTE WENCESLAU BRAZ,1229,81010-000,LINDÓIA,Curitiba,PR
fe28d7c1-c5f2-49ba-94df-2d025d5c8a2f,R. DJALMA FERREIRA MACIEL,945,81010-270,LINDÓIA,Curitiba,PR
9d4de9a3-3e3d-4440-9b7b-bfae4a2ab44a,AV. PRESIDENTE WENCESLAU BRAZ,2205,81010-000,LINDÓIA,Curitiba,PR
5cc64074-f880-4a40-afbf-79cddcf7b73d,R. LEON TOLSTOI,670,81010-090,LINDÓIA,Curitiba,PR
f31a8ad4-38cf-4115-b731-0d4a88b8112b,AV. PRESIDENTE WENCESLAU BRAZ,2925,81010-001,LINDÓIA,Curitiba,PR
6846f0ff-91b8-4da6-a5d0-afdc65e87c9d,R. SANTA JOANA DARC,465,81010-190,LINDÓIA,Curitiba,PR
d5f57506-c15e-4349-9a32-30d39b26afa7,R. CONDE DOS ARCOS,194,81010-120,LINDÓIA,Curitiba,PR
7935e587-9e12-4ab3-9eb4-63f6f4b900e9,AV. PRESIDENTE WENCESLAU BRAZ,2425,81010-000,LINDÓIA,Curitiba,PR
e04a1439-19e1-4dd1-ae4d-fb07392ea82f,R. ALEIXO BETTEGA,481,81010-280,LINDÓIA,Curitiba,PR
1f037748-7482-4dac-aa3e-663712602b8e,R. SANTA JOANA DARC,852,81010-190,LINDÓIA,Curitiba,PR
8a58f469-6ffe-4872-b534-e7bb80ac7921,R. JOSINA RAMOS RÉGIO,220,81010-210,LINDÓIA,Curitiba,PR
a8cecc3b-b3b0-4a90-8e5e-4c3a43a3cd71,R. LEON TOLSTOI,1028,81010-090,LINDÓIA,Curitiba,PR
1c7d69b1-1659-4804-a9ac-1233a498a55e,R. LEON TOLSTOI,220,81010-090,LINDÓIA,Curitiba,PR
caab2a90-9e85-4529-a3ff-09481d7dee9a,R. MEM DE SÁ,592,81010-110,LINDÓIA,Curitiba,PR
4eef2bf7-d0a1-49e6-bd98-c3e2d502a84f,R. ANTERO DE QUENTAL,652,81010-150,LINDÓIA,Curitiba,PR
4d701268-8148-4325-8207-a6cc65903082,AV. HENRY FORD,1170,81010-100,LINDÓIA,Curitiba,PR
74361062-83d2-4ab6-a124-0676f11fa4b5,R. CAPITÃO JOÃO ZALESKI,669,81010-080,LINDÓIA,Curitiba,PR
16ee2be3-9bb7-410a-ae58-da1c5432a9de,R. OSCAR WILDE,180,81010-230,LINDÓIA,Curitiba,PR
21e40b34-3b28-43d0-804a-c51fa99debb3,R. ANTERO DE QUENTAL,458,81010-150,LINDÓIA,Curitiba,PR
90a59186-ae1e-4f31-80ce-364ca75dbd9f,R. CONDE DOS ARCOS,25,81010-120,LINDÓIA,Curitiba,PR
fcfe7cf2-1b3e-4c6e-bb2d-d479ea216fb7,R. CONDE DOS ARCOS,698,81010-120,LINDÓIA,Curitiba,PR
0d6bc459-7401-4987-bd67-299d1832e4fb,R. ROBERTO KOCH,344,81010-220,LINDÓIA,Curitiba,PR
d300d247-d823-4700-8448-db4eb04579c8,R. LEON TOLSTOI,1300,81010-090,LINDÓIA,Curitiba,PR
865974cf-1e22-4938-9ddb-77e425173bf0,AV. PRESIDENTE WENCESLAU BRAZ,2835,81010-001,LINDÓIA,Curitiba,PR
fe2fe5ce-1f78-40c8-857e-cb8038823689,R. LEON TOLSTOI,75,81010-090,LINDÓIA,Curitiba,PR
6c0f5dad-782f-4ac6-8b18-d2a94117e772,R. ANTONIO PIRES DA SILVA,48,81010-182,LINDÓIA,Curitiba,PR
147036a7-4c8a-4a62-b752-c5be0a461018,R. AMÉRICO VESPÚCIO,463,81010-250,LINDÓIA,Curitiba,PR
082d1fc4-7c9e-42a1-b939-be664f513041,R. ALEIXO BETTEGA,597,81010-280,LINDÓIA,Curitiba,PR
a9c1e397-7151-486f-ace9-70eacc35e67e,AV. PRESIDENTE WENCESLAU BRAZ,2313,81010-000,LINDÓIA,Curitiba,PR
1c3f5e97-ac76-48fd-916f-b51d5e13a910,R. JOSINA RAMOS RÉGIO,86,81010-210,LINDÓIA,Curitiba,PR
f642129c-42a3-4923-9b90-a99c5c859726,AV. SANTA BERNADETHE,855,81010-200,LINDÓIA,Curitiba,PR
0a834bd1-89da-4dae-a22c-f72170a86de5,R. OSCAR WILDE,825,81010-230,LINDÓIA,Curitiba,PR
a5b567eb-db77-4f51-aab9-ffe4bba7042e,R. JOSINA RAMOS RÉGIO,357,81010-210,LINDÓIA,Curitiba,PR
70b08634-cfe7-4be7-96c6-7800365826f5,R. JOSINA RAMOS RÉGIO,365,81010-210,LINDÓIA,Curitiba,PR
514650a3-1d96-4314-b1e6-b339c54a50c0,R. JOSINA RAMOS RÉGIO,80,81010-210,LINDÓIA,Curitiba,PR
3ed6e21c-000f-4bcc-9377-99e2ba98283d,R. AMÉRICO VESPÚCIO,636,81010-250,LINDÓIA,Curitiba,PR
59501c70-505e-4537-a23d-fb50be97b819,R. CONDE DOS ARCOS,111,81010-120,LINDÓIA,Curitiba,PR
e28ea924-0b3e-400a-8ca4-9e1b0501b614,R. CAPITÃO JOÃO ZALESKI,1275,81010-080,LINDÓIA,Curitiba,PR
1f7320a8-f417-4671-8708-b343ccefc002,R. OSCAR WILDE,486,81010-230,LINDÓIA,Curitiba,PR
7d9058e9-7ad8-4795-9cbd-548667f9ab70,R. ROBERTO KOCH,915,81010-220,LINDÓIA,Curitiba,PR
d010e3bf-6697-4cf1-b8ee-94fa7089e4e3,AV. SANTA BERNADETHE,787,81010-200,LINDÓIA,Curitiba,PR
000209d5-5516-46e4-b665-05fb893cd1a1,R. LEON TOLSTOI,633,81010-090,LINDÓIA,Curitiba,PR
b59604b2-c326-43eb-a8c4-6f126d9a5009,R. ROBERTO KOCH,757,81010-220,LINDÓIA,Curitiba,PR
15d1f1cf-a4ba-492a-92b2-bad72f58ff5e,R. CONDE DOS ARCOS,438,81010-120,LINDÓIA,Curitiba,PR
41986067-9874-41de-9964-12f4bfb909a9,R. CAMILO CASTELO BRANCO,189,81010-170,LINDÓIA,Curitiba,PR
0bdc3591-dea5-4a07-934f-933e686af1c0,AV. PRESIDENTE WENCESLAU BRAZ,2725,81010-001,LINDÓIA,Curitiba,PR
acc3a59f-23fe-4822-a902-24495eaad0c6,R. ALEIXO BETTEGA,433,81010-280,LINDÓIA,Curitiba,PR
3bbb1662-08ec-4003-a0af-dcbc595f70c1,AV. SANTA BERNADETHE,690,81010-200,LINDÓIA,Curitiba,PR
b333b17f-f51d-4861-828b-0d19855a46bd,R. CAPITÃO JOÃO ZALESKI,1299,81010-080,LINDÓIA,Curitiba,PR
5ce68eb7-7386-422b-8353-ecf941f494e2,R. LEON TOLSTOI,1063,81010-090,LINDÓIA,Curitiba,PR
4323b754-b557-435d-9792-7187ffad4d23,R. LEON TOLSTOI,833,81010-090,LINDÓIA,Curitiba,PR
c515d865-50c3-49c9-befb-9c5e2cc7b46c,R. TOMÉ DE SOUZA,145,81010-010,LINDÓIA,Curitiba,PR
437d6583-dc56-4306-844b-f9187087a9de,R. SANTA JOANA DARC,292,81010-190,LINDÓIA,Curitiba,PR
e2e7b771-b2dc-4cc7-8bc4-463c56c8b4ae,R. DJALMA FERREIRA MACIEL,945,81010-270,LINDÓIA,Curitiba,PR
c9c7185f-52dc-4f16-bbbd-6815c6119708,R. JOSINA RAMOS RÉGIO,45,81010-210,LINDÓIA,Curitiba,PR
5c3cb655-b63c-4686-b95b-8dfe30af029b,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
63f06dfa-f220-4ef8-b856-ec8435448b77,R. CAMILO CASTELO BRANCO,516,81010-170,LINDÓIA,Curitiba,PR
f9131aa0-9610-48a5-be01-6e811c9be557,R. DJALMA FERREIRA MACIEL,589,81010-270,LINDÓIA,Curitiba,PR
4ed65043-41d9-49f7-b364-993c6ff28d13,R. SANTA JOANA DARC,842,81010-190,LINDÓIA,Curitiba,PR
1d95d554-348a-4cc5-8aff-9b8927127f07,R. ALEIXO BETTEGA,443,81010-280,LINDÓIA,Curitiba,PR
0d5b93c5-69a2-47c1-a29c-bff6717c9efe,R. DJALMA FERREIRA MACIEL,1182,81010-270,LINDÓIA,Curitiba,PR
cff92306-0f48-4e50-a060-d6316fa79b2d,R. AMÉRICO VESPÚCIO,636,81010-250,LINDÓIA,Curitiba,PR
587ce999-47f0-4c6a-b7d2-644cfd80dd17,R. LEON TOLSTOI,1114,81010-090,LINDÓIA,Curitiba,PR
1b7a7106-959a-45af-9d23-1dd09020f866,AV. PRESIDENTE WENCESLAU BRAZ,2661,81010-000,LINDÓIA,Curitiba,PR
5a847a78-3096-4008-ad67-53069e6814e6,R. AMÉRICO VESPÚCIO,351,81010-250,LINDÓIA,Curitiba,PR
b5a5fbaa-e29b-41b0-bed5-50c07ef2344c,R. DJALMA FERREIRA MACIEL,1082,81010-270,LINDÓIA,Curitiba,PR
78c28bf7-9b87-4907-b78a-1c130c838024,R. LEON TOLSTOI,775,81010-090,LINDÓIA,Curitiba,PR
8db75cad-3330-480f-85e9-dc21b4ea2773,AV. PRESIDENTE WENCESLAU BRAZ,1995,81010-000,LINDÓIA,Curitiba,PR
aceb0691-262a-4bfa-a3d0-06dd08365fff,R. CONDE DOS ARCOS,80,81010-120,LINDÓIA,Curitiba,PR
f02643ae-3ca5-4536-902f-0a07cc3ae1c2,R. LEON TOLSTOI,663,81010-090,LINDÓIA,Curitiba,PR
0e237236-0f37-4cae-b07d-6ed01d87995d,AV. SANTA BERNADETHE,920,81010-200,LINDÓIA,Curitiba,PR
3604bc0d-73e2-4ee7-9761-65afaa5ca98c,R. LEON TOLSTOI,26,81010-090,LINDÓIA,Curitiba,PR
08f78fde-b1d8-4944-8c58-d056fa81a054,AV. HENRY FORD,518,81010-100,LINDÓIA,Curitiba,PR
45a35e0f-775b-4292-9fe0-cb1dfab1acc8,R. EMILE ZOLA,237,81010-260,LINDÓIA,Curitiba,PR
7d903189-5383-4d8a-9fb5-c1574ed944a0,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
6b888805-8b2b-4e9c-8ecc-a56c4d6d32db,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
c198d9eb-83eb-4822-bf93-fd8c3c5c2b60,R. LEON TOLSTOI,269,81010-090,LINDÓIA,Curitiba,PR
45a877d0-8bd7-4c5d-b0ec-ffaec9f1cbbd,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
06ca5641-73f8-486b-bad6-c1cd24c38721,R. GALILEU GALILEI,484,81010-180,LINDÓIA,Curitiba,PR
034a11cc-0f62-498d-b7c9-d45290524b49,R. CONDE DOS ARCOS,1567,81010-120,LINDÓIA,Curitiba,PR
d63bfff6-85d4-4fa1-95a9-03c389fdbb0e,R. AMÉRICO VESPÚCIO,364,81010-250,LINDÓIA,Curitiba,PR
757a3bfb-da6b-4ffc-9d70-ca58c2a52acd,AV. SANTA BERNADETHE,1401,81010-200,LINDÓIA,Curitiba,PR
36d2a1b4-c6dc-43ac-8514-a33af130d9cd,R. ALEIXO BETTEGA,467,81010-280,LINDÓIA,Curitiba,PR
cee46f85-2e18-49df-94e2-80929e805e30,R. GALILEU GALILEI,2092,81010-180,LINDÓIA,Curitiba,PR
50bfbc66-5f30-4fb9-b76f-2828240d336d,R. CONDE DOS ARCOS,194,81010-120,LINDÓIA,Curitiba,PR
dd4cfdf0-7b8a-4a02-8971-924d98630a78,AV. PRESIDENTE WENCESLAU BRAZ,1337,81010-000,LINDÓIA,Curitiba,PR
110fbce0-120c-4de7-9d6a-940b7f486a20,R. OSCAR WILDE,632,81010-230,LINDÓIA,Curitiba,PR
f65bbf85-d5d6-4e22-9f53-00c49ca7b60f,R. CONDE DOS ARCOS,1317,81010-120,LINDÓIA,Curitiba,PR
a8fc0fca-5804-49ff-92ac-a77b392355ae,R. ANTERO DE QUENTAL,211,81010-150,LINDÓIA,Curitiba,PR
ccb18d4e-caad-4fff-bad5-725579ad2717,AV. PRESIDENTE WENCESLAU BRAZ,2581,81101-000,LINDÓIA,Curitiba,PR
d960a314-47ee-4e55-bd0c-82cf610d2280,R. CONDE DOS ARCOS,716,81010-120,LINDÓIA,Curitiba,PR
286bb93d-b1d0-4d0a-80ad-4e9884fc57f9,R. ALEIXO BETTEGA,741,81010-280,LINDÓIA,Curitiba,PR
027c2611-2217-4979-b895-c814b4450126,R. CONDE DOS ARCOS,195,81010-120,LINDÓIA,Curitiba,PR
b25157d2-b7a7-4199-bbca-d73cd6a33fce,R. TOMÉ DE SOUZA,67,81010-010,LINDÓIA,Curitiba,PR
a860b230-1079-4bb2-9fbb-9e68bbcbd72f,R. LEON TOLSTOI,984,81010-090,LINDÓIA,Curitiba,PR
0ab8b736-f86e-4881-bf5d-78c6c67e606b,R. CONDE DOS ARCOS,388,81010-120,LINDÓIA,Curitiba,PR
734b9669-7fca-4a7e-8484-0e362025261d,R. CAPITÃO JOÃO ZALESKI,1251,81010-080,LINDÓIA,Curitiba,PR
8b6662b8-6e9b-4490-abe8-fda713fdd0e0,R. EMILE ZOLA,360,81010-260,LINDÓIA,Curitiba,PR
f186c4d4-b7b8-45ec-8ff7-441437a66479,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
d63c958d-9561-4ea8-8bab-ebe03144e58c,R. LEON TOLSTOI,149,81010-090,LINDÓIA,Curitiba,PR
41544194-6bcb-48d9-9edf-11204112a581,R. EMILE ZOLA,91,81010-260,LINDÓIA,Curitiba,PR
ba5ce7b1-2052-49cd-8787-3ae8c69b0486,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
46cb893c-744f-4a1c-8682-57510650b4ec,R. AMÉRICO VESPÚCIO,489,81010-250,LINDÓIA,Curitiba,PR
008f7c9f-1767-4e52-ad20-9d936128ce83,R. ROBERTO KOCH,244,81010-220,LINDÓIA,Curitiba,PR
efe80133-c252-40df-b742-fd1d1e87d5bb,R. NICOLAU SERRATO SOBRINHO,1189,81010-400,LINDÓIA,Curitiba,PR
12bbbdff-1f09-4621-ad42-651331d61db4,R. CONDE DOS ARCOS,455,81010-120,LINDÓIA,Curitiba,PR
e13315b8-7c7b-4c59-83c5-aaeeae65cd21,AV. PRESIDENTE WENCESLAU BRAZ,1615,81010-000,LINDÓIA,Curitiba,PR
26dc7947-3883-45f5-b4f4-fc551428659e,R. CAPITÃO JOÃO ZALESKI,1727,81010-080,LINDÓIA,Curitiba,PR
49a58e9f-12c5-4bc4-9df4-9581eb6b345c,R. GALILEU GALILEI,216,81010-180,LINDÓIA,Curitiba,PR
2d2c1a06-2592-4ee9-98c2-a20ac82cfd6c,AV. PRESIDENTE WENCESLAU BRAZ,2359,81010-000,LINDÓIA,Curitiba,PR
7584ac9e-71b8-454d-9d1a-5cf296316ea3,R. VICTOR HUGO,461,81010-130,LINDÓIA,Curitiba,PR
a68cb7bb-dbed-4da2-8192-effb460f3259,AV. HENRY FORD,1210,81010-100,LINDÓIA,Curitiba,PR
cfb825e0-f660-4ed6-87af-2c65825b30b2,AV. SANTA BERNADETHE,690,81010-200,LINDÓIA,Curitiba,PR
ceca05ba-d25b-419b-b69c-257129bc8321,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
88db22dd-f616-42fd-9861-cfed9493bc3c,R. CAPITÃO JOÃO ZALESKI,842,81010-080,LINDÓIA,Curitiba,PR
5730ca25-b2ff-4109-b6e8-60bcd0a29fd9,R. DUARTE DA COSTA,612,81010-060,LINDÓIA,Curitiba,PR
3752f297-9710-40b0-9e62-08d9e5fd0c04,R. PROFESSOR OSCAR KOLBE,344,81010-240,LINDÓIA,Curitiba,PR
b115325b-7a72-4c2e-8d4c-e3976c8fac4a,R. LEON TOLSTOI,437,81010-090,LINDÓIA,Curitiba,PR
a5aa7993-8eac-46ab-ac0e-e20f3b8c09db,R. ANTERO DE QUENTAL,520,81010-120,LINDÓIA,Curitiba,PR
defb40d7-bea4-4a59-8bee-c1dbf1b559a2,R. CAPITÃO JOÃO ZALESKI,623,81010-080,LINDÓIA,Curitiba,PR
2e88739a-f643-4336-ba6e-af337833b488,R. VICTOR HUGO,472,81010-130,LINDÓIA,Curitiba,PR
6f6a10eb-7fcc-48ae-92e6-6deaa6800069,R. CAMILO CASTELO BRANCO,330,81010-170,LINDÓIA,Curitiba,PR
c1ffa079-d9b2-471d-9eee-ec3e27dec604,AV. PRESIDENTE WENCESLAU BRAZ,1965,81010-000,LINDÓIA,Curitiba,PR
4e378b53-c729-48db-bd47-1520f50590f9,AV. PRESIDENTE WENCESLAU BRAZ,2895,81010-001,LINDÓIA,Curitiba,PR
3c1d9c01-93bc-43b3-b05b-563280a6efe0,R. CONDE DOS ARCOS,426,81010-120,LINDÓIA,Curitiba,PR
a9c518df-1a4c-4e07-b113-cab01cf0763d,TV. JEFERSON REIS ROSA,71,81010-152,LINDÓIA,Curitiba,PR
ec978ad3-28de-4e67-b205-4f3739936d7e,R. OSCAR WILDE,979,81010-230,LINDÓIA,Curitiba,PR
b0584a20-471b-4c77-8e7b-590b287e02ba,R. ILDEFONSO STOCKLER DE FRANÇA,972,81020-040,LINDÓIA,Curitiba,PR
3fca875c-67ef-471c-9085-733b2a28a9b7,R. ROBERTO KOCH,737,81010-220,LINDÓIA,Curitiba,PR
f2172f89-924d-42d9-b538-80eabd6c7b3d,AV. PRESIDENTE WENCESLAU BRAZ,1893,81010-000,LINDÓIA,Curitiba,PR
a33d2971-449c-4e6b-891d-32f714bf4a79,R. DJALMA FERREIRA MACIEL,1106,81010-270,LINDÓIA,Curitiba,PR
9f2a2ae6-d1ba-483a-89b6-5cb643fb6ad4,R. CONDE DOS ARCOS,1157,81010-120,LINDÓIA,Curitiba,PR
b8deb4c1-fe9d-41cc-a8a5-5adc3507202c,AV. PRESIDENTE WENCESLAU BRAZ,2383,81010-000,LINDÓIA,Curitiba,PR
96c8a13c-a195-4627-a740-3607d3261ac3,R. DJALMA FERREIRA MACIEL,945,81010-270,LINDÓIA,Curitiba,PR
0c47f874-7de0-42b8-af0d-9b37e649279d,R. OSCAR WILDE,462,81010-230,LINDÓIA,Curitiba,PR
44d27977-b5e8-42f4-ac67-7db5aa050d56,R. ILDEFONSO STOCKLER DE FRANÇA,931,81020-040,LINDÓIA,Curitiba,PR
515e3374-7be4-441f-ae5d-4867276274b3,R. ROBERTO KOCH,307,81010-220,LINDÓIA,Curitiba,PR
432d4e76-e3d6-4b2b-8e46-7e780b62c0b6,AV. PRESIDENTE WENCESLAU BRAZ,2725,81010-001,LINDÓIA,Curitiba,PR
a66ed0a5-532e-4858-a053-77e3f5ca8b57,AV. PRESIDENTE WENCESLAU BRAZ,2473,81010-000,LINDÓIA,Curitiba,PR
e7af12af-b1f7-4939-a48b-c01ac7fb14be,AV. PRESIDENTE WENCESLAU BRAZ,2485,81010-000,LINDÓIA,Curitiba,PR
3490f8ce-6c5b-42df-b102-ada9a722f544,R. CONDE DOS ARCOS,177,81010-120,LINDÓIA,Curitiba,PR
d12f8b61-ba06-44bb-a97b-677b3cf97c4c,R. NICOLAU SERRATO SOBRINHO,1338,81010-400,LINDÓIA,Curitiba,PR
6d1e4975-760f-4037-885a-691d428933f7,R. VICTOR HUGO,701,81010-130,LINDÓIA,Curitiba,PR
fa8740f1-8769-4062-973d-ccdf6fe309e1,R. VICTOR HUGO,608,81010-130,LINDÓIA,Curitiba,PR
5d9972f9-0a36-4a4f-8b7d-d77d812bfafc,AV. PRESIDENTE WENCESLAU BRAZ,2725,81010-001,LINDÓIA,Curitiba,PR
